CountryCode,SeriesCode,DESCRIPTION
"LSO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"LSO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"LSO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"LSO","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"LSO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"LSO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"LTU","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Lithuania"
"LTU","SP.DYN.CDRT.IN","Data source: Eurostat"
"LTU","IT.NET.USER.ZS","Lithuanian Telecom. From 2002: Communications Regulatory Authority."
"LTU","SP.DYN.CBRT.IN","Data source: Eurostat"
"LTU","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"LTU","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Lithuania"
"LTU","SP.POP.TOTL","Data source: Eurostat, Statistics Lithuania"
"LTU","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Lithuania"
"LTU","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"LTU","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"LTU","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"LUX","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects"
"LUX","SP.POP.TOTL","Data source: Eurostat"
"LUX","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects"
"LUX","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"LUX","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"LUX","SP.DYN.CBRT.IN","Data source: Eurostat"
"LUX","IT.NET.USER.ZS","Until 2000: Entreprise des Postes et Télécommunications (P&T). Institut Luxembourgeois de Régulation."
"LUX","SP.DYN.CDRT.IN","Data source: Eurostat"
"LUX","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"LUX","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"LUX","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, STATEC"
"LVA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"LVA","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"LVA","IT.NET.USER.ZS","Ministry of Transport."
"LVA","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"LVA","SP.DYN.LE00.MA.IN","Data source: Eurostat, Council of Europe, Central Statistical Bureau of Latvia"
"LVA","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"LVA","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, Central Statistical Bureau of Latvia"
"LVA","SP.DYN.CDRT.IN","Data source: Eurostat"
"LVA","SP.DYN.CBRT.IN","Data source: Eurostat"
"LVA","SP.DYN.LE00.FE.IN","Data source: Eurostat, Council of Europe, Central Statistical Bureau of Latvia"
"LVA","SP.POP.TOTL","Data source: Eurostat, Central Statistical Bureau of Latvia"
"MAC","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"MAC","SP.DYN.TFRT.IN","Data source: Statistics and Census Service of Government of Macao SAR China, United Nations World Population Prospects"
"MAC","SP.DYN.CBRT.IN","Data source: Statistics and Census Service of Government of Macao SAR China, United Nations World Population Prospects"
"MAC","SP.DYN.CDRT.IN","Data source: Statistics and Census Service of Government of Macao SAR China, United Nations World Population Prospects"
"MAC","IT.NET.USER.ZS","Ministry of Information Industry and Ministry of Posts and Telecommunications (Directorate General of Telecommunications).  Bureau of Telecommunications Regulation"
"MAC","SP.DYN.LE00.MA.IN","Data source: Statistics and Census Service of Government of Macao SAR China, United Nations World Population Prospects"
"MAC","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MAC","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MAC","SP.DYN.LE00.FE.IN","Data source: Statistics and Census Service of Government of Macao SAR China, United Nations World Population Prospects"
"MAC","SG.POP.MIGR.FE.ZS","As of 20 December 1999, Macao became a Special Administrative Region (SAR) of China. Estimates were derived from data on the foreign-born population."
"MAC","SP.POP.TOTL","Data source: Statistics and Census Service of Government of Macao SAR China, United Nations World Population Prospects"
"MAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MAF","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MAF","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MAR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MAR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"MAR","SP.POP.1564.TO.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MAR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MAR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MAR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MAR","SP.POP.65UP.TO.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MAR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MAR","NY.GNP.PCAP.PP.CD","Data cover Western Sahara."
"MAR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MAR","SP.POP.0014.TO.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","NY.GNP.PCAP.CD","Data cover Western Sahara."
"MAR","IT.NET.USER.ZS","Until 1999: ONPT and Maroc Telecom. Agence nationale de réglementation des télécommunications."
"MAR","NY.GDP.PCAP.KD","Data cover Western Sahara."
"MAR","SP.POP.TOTL.FE.ZS","Morocco only. (Excluding former Spanish Sahara)"
"MAR","NY.GDP.PCAP.CD","Data cover Western Sahara."
"MAR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MCO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"MCO","SP.DYN.CDRT.IN","Data source: Eurostat"
"MCO","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MCO","SP.DYN.CBRT.IN","Data source: Eurostat"
"MDA","SP.DYN.TO65.FE.ZS","Including Transnistria."
"MDA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MDA","SG.POP.MIGR.FE.ZS","Including Transnistria. Estimates were derived from data on the foreign-born population."
"MDA","SP.DYN.CDRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria."
"MDA","SP.DYN.TO65.MA.ZS","Including Transnistria."
"MDA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Transnistria."
"MDA","SP.DYN.TFRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria."
"MDA","SP.POP.BRTH.MF","Including Transnistria."
"MDA","NY.GDP.PCAP.KD","Excludes Transnistria."
"MDA","NY.GDP.PCAP.CD","Excludes Transnistria."
"MDA","NY.GNP.PCAP.CD","Excludes Transnistria."
"MDA","NY.GNP.PCAP.PP.CD","Excludes Transnistria."
"MDA","SP.DYN.LE00.FE.IN","Data source and note: United Nations World Population Prospects. Including Transnistria."
"MDA","SP.POP.AG04.FE.IN","Including Transnistria."
"MDA","SP.POP.AG03.MA.IN","Including Transnistria."
"MDA","SP.ADO.TFRT","Including Transnistria."
"MDA","SP.POP.AG03.FE.IN","Including Transnistria."
"MDA","SP.POP.AG04.MA.IN","Including Transnistria."
"MDA","SP.POP.AG02.MA.IN","Including Transnistria."
"MDA","SP.POP.AG02.FE.IN","Including Transnistria."
"MDA","SP.POP.AG01.MA.IN","Including Transnistria."
"MDA","SP.POP.AG01.FE.IN","Including Transnistria."
"MDA","SP.DYN.CBRT.IN","Data source and note: United Nations World Population Prospects. Including Transnistria."
"MDA","SP.POP.AG00.FE.IN","Including Transnistria."
"MDA","IT.NET.USER.ZS","Ministry of Transport and Communications. From 2003: National Regulatory Agency for Telecommunications and Informatics."
"MDA","SP.POP.DPND","Including Transnistria."
"MDA","SP.POP.65UP.TO.ZS","Including Transnistria."
"MDA","SP.POP.AG05.FE.IN","Including Transnistria."
"MDA","SP.POP.TOTL","Data source: National Bureau of Statistics. Excluding Transnistria. For 1950-94, World Bank estimates using UN World Population Prospects' growth rates of whole Moldova."
"MDA","SP.POP.AG00.MA.IN","Including Transnistria."
"MDA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Transnistria."
"MDA","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.1564.TO.ZS","Including Transnistria."
"MDA","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.DYN.LE00.MA.IN","Data source and note: United Nations World Population Prospects. Including Transnistria."
"MDA","SP.POP.0014.TO.ZS","Including Transnistria."
"MDA","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"MDA","SP.POP.AG05.MA.IN","Including Transnistria."
"MDG","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MDG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MDG","IT.NET.USER.ZS","Until 1999: Telecom Malagasy. Office Malagasy d'Etudes et de Regulation des Télécommunications."
"MDG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MDG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MDG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MDG","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"MDG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MDG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MDG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MDG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MDV","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MDV","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MDV","IT.NET.USER.ZS","Dhivehi Raajjey Ge Gulhun Private Limited (DHIRAAGU).  Communications Authority of Maldives."
"MDV","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MDV","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MDV","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MDV","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MDV","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"MDV","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MDV","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MDV","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MEA","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"MEA","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset."
"MEX","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MEX","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MEX","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MEX","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MEX","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"MEX","IT.NET.USER.ZS","Comisión Federal de Telecomunicaciones (CFT)."
"MEX","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MEX","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MEX","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MEX","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MEX","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MHL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MHL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MHL","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MHL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MHL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"MHL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MHL","IT.NET.USER.ZS","National Telecommunications Authority."
"MHL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MHL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MHL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MHL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MIC","SH.STA.OWGH.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME."
"MIC","SH.STA.STNT.ME.ZS","Aggregate data are based on UNICEF, WHO, and the World Bank harmonized JME dataset; and computed based on the income groupings for the World Bank fiscal year in which the data was released by the JME."
"MKD","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"MKD","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"MKD","SP.DYN.CBRT.IN","Data source: State Statistical Office, United Nations World Population Prospects"
"MKD","IT.NET.USER.ZS","Makedonski Telekomunikacii A.D. From 2005: Agency for Electronic Communications (Agencija za elektronski komunikacii)."
"MKD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MKD","SP.DYN.LE00.FE.IN","Data source: Eurostat, State Statistical Office, United Nations World Population Prospects"
"MKD","SP.DYN.LE00.MA.IN","Data source: Eurostat, State Statistical Office, United Nations World Population Prospects"
"MKD","SP.DYN.TFRT.IN","Data source: State Statistical Office, United Nations World Population Prospects"
"MKD","SP.DYN.CDRT.IN","Data source: State Statistical Office, United Nations World Population Prospects"
"MKD","SP.POP.TOTL","Data source: State Statistical Office, United Nations World Population Prospects"
"MKD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MLI","IT.NET.USER.ZS","Until 2002: SOTELMA. Comité de Régulation des Télécommunications."
"MLI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MLI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MLI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MLI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MLI","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MLI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MLI","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"MLI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MLI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MLI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MLT","IT.NET.USER.ZS","Maltacom. From 1999: Malta Communications Authority."
"MLT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MLT","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects"
"MLT","SP.POP.TOTL","Data source: Eurostat"
"MLT","SP.DYN.CBRT.IN","Data source: Eurostat"
"MLT","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"MLT","SP.DYN.CDRT.IN","Data source: Eurostat"
"MLT","SP.DYN.TFRT.IN","Data source: Eurostat, National Statistics Office"
"MLT","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects"
"MLT","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"MLT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MMR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MMR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MMR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MMR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MMR","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MMR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MMR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MMR","IT.NET.USER.ZS","Ministry of Communications, Posts and Telegraphs. From 1999: Post and Telecommunications Department."
"MMR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"MMR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MMR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MNE","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"MNE","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MNE","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MNE","SP.DYN.TFRT.IN","Data source: Statistical office of Montenegro (MONSTAT), Eurostat, United Nations World Population Prospects"
"MNE","SP.DYN.LE00.MA.IN","Data source: Statistical office of Montenegro (MONSTAT), Eurostat, United Nations World Population Prospects"
"MNE","IT.NET.USER.ZS","Agency for telecommunications and postal services."
"MNE","SP.POP.TOTL","Data source: For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards."
"MNE","SP.DYN.CDRT.IN","Data source: Statistical office of Montenegro (MONSTAT), Eurostat, United Nations World Population Prospects"
"MNE","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"MNE","SP.DYN.LE00.FE.IN","Data source: Statistical office of Montenegro (MONSTAT), Eurostat, United Nations World Population Prospects"
"MNE","SP.DYN.CBRT.IN","Data source: Statistical office of Montenegro (MONSTAT), Eurostat, United Nations World Population Prospects"
"MNG","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens."
"MNG","SP.DYN.LE00.FE.IN","Data source: National Statistics Office of Mongolia, United Nations World Population Prospects"
"MNG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MNG","SP.DYN.TFRT.IN","Data source: National Statistics Office of Mongolia, United Nations World Population Prospects"
"MNG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MNG","SP.DYN.LE00.MA.IN","Data source: National Statistics Office of Mongolia, United Nations World Population Prospects"
"MNG","IT.NET.USER.ZS","Ministry of Infrastructure (MOI). Information and Communication Technology Authority. Communications Regulatory Commission of Mongolia."
"MNG","SP.POP.TOTL","Data source: National Statistics Office of Mongolia, United Nations World Population Prospects"
"MNG","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"MNG","SP.DYN.CDRT.IN","Data source: National Statistics Office of Mongolia, United Nations World Population Prospects"
"MNG","SP.DYN.CBRT.IN","Data source: National Statistics Office of Mongolia, United Nations World Population Prospects"
"MNP","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population."
"MNP","IT.NET.USER.ZS","Micronesian Telecommunication Corp. (MTC)."
"MNP","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MNP","SP.DYN.CDRT.IN","Data source: United Nations Population and Vital Statistics Report"
"MNP","SP.DYN.CBRT.IN","Data source: United Nations Population and Vital Statistics Report"
"MOZ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MOZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MOZ","IT.NET.USER.ZS","Telecomunicaçoes de Moçambique (TDM). Instituto Nacional das Comunicações de Moçambique (INCM)."
"MOZ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MOZ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MOZ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MOZ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MOZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MOZ","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"MOZ","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MOZ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MRT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MRT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MRT","IT.NET.USER.ZS","Until 2002: Office des Postes et des Télécommunications (OPT). From 2002: Autorité de Régulation."
"MRT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MRT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MRT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MRT","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"MRT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MRT","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MRT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MRT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"MUS","SP.DYN.TFRT.IN","Data source: Statistics Mauritius, United Nations World Population Prospects"
"MUS","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Including Agalega, Rodrigues and Saint Brandon."
"MUS","SG.POP.MIGR.FE.ZS","Including Agalega, Rodrigues and Saint Brandon. Estimates were derived from data on foreign citizens."
"MUS","SP.POP.AG04.FE.IN","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.TOTL","Data source: Statistics Mauritius, United Nations World Population Prospects"
"MUS","SP.POP.AG03.MA.IN","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.ADO.TFRT","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.AG03.FE.IN","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.AG04.MA.IN","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.AG02.MA.IN","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.AG02.FE.IN","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.AG01.MA.IN","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.AG01.FE.IN","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.AG00.MA.IN","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.AG05.FE.IN","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.DYN.TO65.FE.ZS","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.DYN.TO65.MA.ZS","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.DPND","Including Agalega and St. Brandon."
"MUS","SP.POP.AG00.FE.IN","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.BRTH.MF","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.0014.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.AG05.MA.IN","Including Agalega, Rodrigues and Saint Brandon."
"MUS","SP.POP.65UP.TO.ZS","Including Agalega and St. Brandon."
"MUS","SP.POP.65UP.TO","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.0014.TO","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.0014.TO.ZS","Including Agalega and St. Brandon."
"MUS","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.1564.TO.ZS","Including Agalega and St. Brandon."
"MUS","SP.DYN.LE00.MA.IN","Data source: Statistics Mauritius, United Nations World Population Prospects"
"MUS","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.POP.65UP.MA.IN","Derived using ratio of age group from WPP and World Bank population."
"MUS","SP.DYN.CBRT.IN","Data source: Statistics Mauritius"
"MUS","SP.DYN.LE00.FE.IN","Data source: Statistics Mauritius, United Nations World Population Prospects"
"MUS","IT.NET.USER.ZS","Mauritius Telecom. Information and Communication Technologies Authority."
"MUS","SP.DYN.CDRT.IN","Data source: Statistics Mauritius"
"MUS","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"MWI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"MWI","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"MWI","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates."
"MWI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"MWI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"MWI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"MWI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"MWI","IT.NET.USER.ZS","Malawi Telecommunications Limited (MTL),  From 2001: Malawi Communications Regulatory Authority (MACRA)."
"MWI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"MWI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"MWI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
